source_dataset,source_subset,image_path,filename,extension,modality,width,height,mode,readable,sha256_or_fast_hash,patient_or_case_id,image_id,split
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1421.png,1421.png,.png,unknown,2576,1934,RGB,True,991fad715488d5aa90e00391d1fb90b2a436b25041fea008acf09bb595984e41,unknown,ext_000037,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1347.png,1347.png,.png,unknown,2576,1934,RGB,True,3b2da88f30912070201576e9c6694c4f3e3937c3ffc1f07a5cc416640898b935,unknown,ext_000038,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1353.png,1353.png,.png,unknown,2576,1934,RGB,True,b9c5ddaeeed09ab72be4478c0fff9360fd788aa54b0ee419bbe78c520d5a4fb6,unknown,ext_000039,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1435.png,1435.png,.png,unknown,2576,1934,RGB,True,0f1546577fbfd8aa540a8b242e6d041e30cbdf80ac8c6e27cfc5cdfccf36fc9c,unknown,ext_000040,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/980.png,980.png,.png,unknown,1284,964,RGB,True,e06ee821323b1ad11205f9e32bc0f156c7301a56e2462ba09b5474087e0f625e,unknown,ext_000041,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/758.png,758.png,.png,unknown,2576,1934,RGB,True,e821964ef18fee0d6c3b125b8670e76b32198b235aa0229879ef811608e6e605,unknown,ext_000042,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/994.png,994.png,.png,unknown,1284,964,RGB,True,322099ad9704454c826bae8e3ea6c521bf47fa9d579caeddecfc2e1d5a07d8fd,unknown,ext_000043,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1596.png,1596.png,.png,unknown,2576,1934,RGB,True,6a7df4d7226e0b53491669c216a91c1630819f532043572cf4d8e9c825dda526,unknown,ext_000044,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/764.png,764.png,.png,unknown,2576,1934,RGB,True,bd0cb9611bb2cd7c6a3b0ad61e8a0d9e7822c9586a521233d9323d8ce073c913,unknown,ext_000045,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/770.png,770.png,.png,unknown,2576,1934,RGB,True,c10a862854ff7355a4f296a9490f6c7a34f17668b8d882de75c418293f59969d,unknown,ext_000046,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1582.png,1582.png,.png,unknown,2576,1934,RGB,True,5b9e9b1239e710520a1cf9a17850cfd2bf0a4f3dcb1f5954be119e8d7738ce33,unknown,ext_000047,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1569.png,1569.png,.png,unknown,1924,1556,RGB,True,0d34cd8be1316cbca0a2c9d6839b634aaeae00a42d380573a788a97d764c99f8,unknown,ext_000048,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2060.png,2060.png,.png,unknown,2576,1934,RGB,True,52594ca87dededa8c0969df310c0aaea8ad784562a47181ed10172803bd7e5f1,unknown,ext_000049,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/943.png,943.png,.png,unknown,2576,1934,RGB,True,7aee513d880739283db90a0de5292536fb3362327cfe50ab7b1b2b81c9df558e,unknown,ext_000050,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/957.png,957.png,.png,unknown,1284,964,RGB,True,ed1b0160581016750cebf82210db6e5df93bab0a6dc1cea0e004838179ab7f11,unknown,ext_000051,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2074.png,2074.png,.png,unknown,1924,1556,RGB,True,4af44625ace4e0cafe456a6528fe136c256c03fcbe8e75173495bef13f727307,unknown,ext_000052,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1555.png,1555.png,.png,unknown,1924,1556,RGB,True,ffb37eb96902b347e7feec3ee5a6b43ecd3b2209e1896a7da6c7dfa8d691fc3d,unknown,ext_000053,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1233.png,1233.png,.png,unknown,1924,1556,RGB,True,9a923e0b059936c73a116aa2ec6e49fa1ea23c2b5d8f3e77a649c380c3d78bc4,unknown,ext_000054,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1227.png,1227.png,.png,unknown,1284,964,RGB,True,b485b63a40a7db0a7b41dafa3f61f7767c251d4a50f048db11224f14f599f7e3,unknown,ext_000055,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1541.png,1541.png,.png,unknown,2576,1934,RGB,True,7a4a3b8ccfdb21422ec43a9473413de3ae363f0cfc3c4f08f101c10c21f2135a,unknown,ext_000056,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2048.png,2048.png,.png,unknown,1284,964,RGB,True,461b4f747fe3d9ae0e0d13fe0c6bc4dc8635fb80dd5ad6e3517873e95d229c87,unknown,ext_000057,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1970.png,1970.png,.png,unknown,2576,1934,RGB,True,09ce8090b2767465d2d96ed100db97f52e2b6466734cd8b62edbea8770a05e1d,unknown,ext_000058,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1964.png,1964.png,.png,unknown,2576,1934,RGB,True,79c816f813ae2c67940d7793362e08a8a35bfde2d87411104585b1c27d07382d,unknown,ext_000059,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/228.png,228.png,.png,unknown,2576,1934,RGB,True,6d0ce85c162607053574067670eeda85be3e9ba2b829dbaa8e1a6b89c4ce3df4,unknown,ext_000060,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/566.png,566.png,.png,unknown,2576,1934,RGB,True,961148911df3a16baccd951c429e2651ee6fbf48bbe4f841d20c391f762dfe95,unknown,ext_000061,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1794.png,1794.png,.png,unknown,1924,1556,RGB,True,fa39e5b9fd1eade765fd44799e0f00272d3897b44658e66118d22f4949d6f0cc,unknown,ext_000062,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/200.png,200.png,.png,unknown,1284,964,RGB,True,db431a78aef8ffba1e71c2e7a9994abd054b7439219069f9117e43603e6be745,unknown,ext_000063,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1958.png,1958.png,.png,unknown,2576,1934,RGB,True,bb4899e4e4ec717049d71e9f1771983b4fe8ed460dc74f6d7b4988a586b4075f,unknown,ext_000064,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/214.png,214.png,.png,unknown,2576,1934,RGB,True,e86fb2610b95e57db54e4120b037a0d2564f0ac3905d8fc5efa31cbbf3605cd9,unknown,ext_000065,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1780.png,1780.png,.png,unknown,2576,1934,RGB,True,b3fa024b0299a00707def89e88803a51e9027f10b39d625fa4f5b77eb78dfefc,unknown,ext_000066,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2289.png,2289.png,.png,unknown,2576,1934,RGB,True,22de29bff8602195b7896c37530aee4aed35ebbfc04d0086f13dd682c72ad49d,unknown,ext_000067,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/572.png,572.png,.png,unknown,1284,964,RGB,True,59b2d1aedc6b1f82a77b4b4c0cc49856e772a7f2e0db8aca41c44b8137e5ddb6,unknown,ext_000068,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/599.png,599.png,.png,unknown,1284,964,RGB,True,d5982ce4a1f059fc4e47476b44deb0105a41dc913112ca14300f74a73b452bec,unknown,ext_000069,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2504.png,2504.png,.png,unknown,1284,964,RGB,True,8f04ee605c39de1f09cbb888f810759906341becb3852cf93b9b27daedcd57fc,unknown,ext_000070,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2262.png,2262.png,.png,unknown,2576,1934,RGB,True,31f3eafb843c2fd406d05e96b74ba515ec570c7f782bfeef2cb44e02d8220686,unknown,ext_000071,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2276.png,2276.png,.png,unknown,1284,964,RGB,True,46bca593ea311a8db479690b7402a0b903aef76fea2ff8a562ea0afe8045834b,unknown,ext_000072,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2510.png,2510.png,.png,unknown,2576,1934,RGB,True,1cef2d97452add1120e13173280efa2c227d25686bb991a4086327b2297a4496,unknown,ext_000073,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1019.png,1019.png,.png,unknown,1924,1556,RGB,True,3347b40ff874a5dba526e52f28814171ccd3710011bd544639b8f02a300685d1,unknown,ext_000074,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/2538.png,2538.png,.png,unknown,2576,1934,RGB,True,0035e53bff7539e0bddc1abffd7888cd72a53bec625966a33dd3ca58d5124d00,unknown,ext_000075,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1031.png,1031.png,.png,unknown,1924,1556,RGB,True,1a3886c201a222813abf95b5c7dab17ba4d12f94db3f42f0b624c189abfdfe0e,unknown,ext_000076,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1757.png,1757.png,.png,unknown,1924,1556,RGB,True,8827cb84a53761c6fc767087479646a7c838a4b9af6cb94b18cf2aa86c90afa5,unknown,ext_000077,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1743.png,1743.png,.png,unknown,1924,1556,RGB,True,54350c636ee573cfbcb2cf34baeb313353ef297c09868f0157cee48a0f0b5be0,unknown,ext_000078,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1025.png,1025.png,.png,unknown,2576,1934,RGB,True,3d6d4a8f75b214325bb662b2dab9ac01f18808abd9ef6c95f8e6cc66d35b2d08,unknown,ext_000079,ssl_train
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1742.png,1742.png,.png,unknown,1284,964,RGB,True,8d29eb0adadd16f74334e801fc7467c462ea54d8a5c0fdb3b71c3da9cf80e9f5,unknown,ext_000080,ssl_val
SLID,Original_Slit-lamp_Images,/home/kratospidey/Repos/corneal_ulcer_classification/External Datasets/SLID/Original_Slit-lamp_Images/Original_Slit-lamp_Images/1024.png,1024.png,.png,unknown,2576,1934,RGB,True,ca2d6d723fac79b5f834404ed045eb388f2a6f6ecdd7006a58284910a88d64d0,unknown,ext_000081,ssl_train
