image_id,split
611,train
612,train
613,train
614,val
615,train
616,train
617,train
618,train
619,train
620,test
621,train
622,train
623,val
624,train
625,train
626,train
627,train
628,train
629,train
630,train
631,train
632,train
633,test
634,train
635,train
636,train
637,train
638,val
639,train
640,train
641,train
642,test
643,train
644,val
645,train
646,train
647,val
648,train
649,train
650,val
651,train
652,train
653,train
654,train
655,train
656,train
657,train
658,train
659,train
660,train
661,val
662,train
663,train
664,train
665,train
666,val
667,train
668,train
669,train
670,test
671,train
672,train
673,train
674,train
675,train
676,test
677,train
678,train
679,train
680,train
681,val
682,train
683,train
684,train
685,val
686,train
687,train
688,train
689,train
690,train
691,train
692,train
693,train
694,test
695,train
696,train
697,train
698,train
699,train
700,train
701,test
702,train
703,train
704,train
705,train
706,test
707,train
708,train
709,train
710,test
711,train
712,test
