image_id,split
275,train
276,test
277,test
278,train
279,train
280,train
281,val
282,train
283,train
284,train
285,train
286,train
287,train
288,train
289,train
290,train
291,train
292,train
293,train
294,train
295,train
296,train
297,val
298,train
299,train
300,train
301,train
302,train
303,train
304,train
305,train
306,train
307,train
308,train
309,train
310,train
311,train
312,train
313,train
314,train
315,train
316,train
317,val
318,train
319,test
320,train
321,train
322,train
323,train
324,train
325,train
326,val
327,train
328,train
329,train
330,val
331,train
332,train
333,train
334,train
335,train
336,train
337,val
338,train
339,train
340,train
341,train
342,train
343,val
344,test
345,val
346,train
347,train
348,train
349,train
350,test
351,train
352,train
353,train
354,train
355,train
356,train
357,train
358,train
359,val
360,train
361,train
362,train
363,test
364,test
365,train
366,train
367,train
368,train
369,train
370,train
371,train
372,train
373,train
374,train
375,train
376,train
377,train
378,train
379,test
380,test
381,train
382,train
383,train
384,train
385,train
386,train
387,train
388,train
389,train
390,train
391,train
392,val
393,train
394,train
395,train
396,train
397,train
398,train
399,train
400,test
401,train
402,train
403,train
404,train
405,val
406,train
407,train
408,train
409,train
410,train
411,train
412,val
413,val
414,train
415,train
416,train
417,train
418,train
419,train
420,train
421,val
422,train
423,train
424,train
425,train
426,train
427,train
428,train
429,train
430,train
431,train
432,train
433,train
434,train
435,train
436,train
437,train
438,test
439,train
440,test
441,train
442,train
443,train
444,train
445,train
446,train
447,train
448,train
449,train
450,train
451,train
452,train
453,train
454,train
455,train
456,test
457,train
458,train
459,val
460,train
461,test
462,val
463,val
464,train
465,train
466,train
467,train
468,train
469,train
470,train
471,train
472,train
473,train
474,train
475,train
476,train
477,train
478,train
479,train
480,train
481,train
482,train
483,test
484,val
485,train
486,train
487,train
488,train
489,train
490,train
491,test
492,train
493,val
494,train
495,test
496,train
497,train
498,train
499,train
500,train
501,train
502,train
503,train
504,train
505,train
506,train
507,train
508,test
509,val
510,train
511,test
512,train
513,train
514,train
515,train
516,train
517,train
518,train
519,train
520,train
521,train
522,train
523,train
524,train
525,train
526,train
527,test
528,train
529,test
530,train
531,train
532,train
533,train
534,train
535,train
536,train
537,train
538,train
539,test
540,train
541,train
542,train
543,train
544,train
545,test
546,train
547,val
548,val
549,test
550,train
551,train
552,val
553,train
554,val
555,train
556,train
557,val
558,train
559,train
560,val
561,test
562,train
563,train
564,train
565,train
566,train
567,val
568,train
569,train
570,train
571,val
572,val
573,val
574,train
575,train
576,train
577,train
578,train
579,test
580,train
581,test
582,val
583,train
584,val
585,train
586,train
587,test
588,train
589,val
590,train
591,train
592,train
593,train
594,test
595,train
596,train
597,train
598,train
599,train
600,train
601,train
602,train
603,train
604,train
605,train
606,train
607,val
608,train
609,train
610,train
611,train
612,train
613,test
614,train
615,train
616,test
617,train
618,train
619,train
620,train
621,train
622,train
623,train
624,train
625,train
626,train
627,train
628,val
629,train
630,val
631,train
632,test
633,train
634,train
635,train
636,train
637,val
638,train
639,train
640,test
641,val
642,train
643,train
644,train
645,train
646,train
647,train
648,train
649,train
650,train
651,test
652,test
653,train
654,val
655,train
656,train
657,train
658,train
659,train
660,train
661,train
662,val
663,test
664,train
665,train
666,train
667,train
668,train
669,train
670,train
671,train
672,train
673,train
674,train
675,train
676,train
677,train
678,train
679,train
680,train
681,train
682,train
683,train
684,train
685,train
686,train
687,train
688,test
689,train
690,train
691,train
692,train
693,train
694,train
695,train
696,train
697,test
698,train
699,train
700,train
701,train
702,train
703,test
704,val
705,val
706,train
707,train
708,val
709,test
710,train
711,train
712,train
