image_id,split
275,train
276,train
277,train
278,train
279,train
280,train
281,train
282,train
283,val
284,test
285,train
286,train
287,test
288,train
289,train
290,train
291,val
292,train
293,val
294,val
295,train
296,train
297,train
298,train
299,train
300,train
301,train
302,train
303,train
304,train
305,train
306,train
307,train
308,train
309,train
310,train
311,train
312,train
313,train
314,train
315,train
316,train
317,train
318,val
319,train
320,test
321,val
322,test
323,train
324,train
325,train
326,train
327,train
328,val
329,train
330,train
331,train
332,train
333,train
334,train
335,train
336,test
337,train
338,train
339,train
340,test
341,train
342,test
343,train
344,train
345,train
346,train
347,train
348,val
349,train
350,train
351,val
352,train
353,train
354,train
355,train
356,train
357,val
358,train
359,train
360,val
361,train
362,val
363,train
364,train
365,train
366,val
367,train
368,train
369,train
370,train
371,train
372,train
373,train
374,test
375,train
376,train
377,train
378,train
379,train
380,train
381,train
382,test
383,train
384,train
385,train
386,train
387,train
388,test
389,val
390,train
391,test
392,train
393,val
394,val
395,train
396,train
397,train
398,val
399,train
400,train
401,train
402,train
403,train
404,train
405,train
406,train
407,train
408,train
409,train
410,train
411,train
412,train
413,train
414,train
415,test
416,train
417,train
418,val
419,train
420,train
421,train
422,train
423,val
424,train
425,val
426,train
427,test
428,train
429,train
430,test
431,train
432,train
433,test
434,train
435,train
436,train
437,val
438,train
439,train
440,train
441,test
442,train
443,train
444,val
445,train
446,val
447,val
448,train
449,train
450,train
451,train
452,test
453,test
454,train
455,train
456,train
457,train
458,train
459,train
460,train
461,train
462,train
463,train
464,val
465,test
466,train
467,train
468,train
469,train
470,train
471,val
472,train
473,train
474,val
475,train
476,train
477,test
478,val
479,val
480,train
481,train
482,train
483,train
484,train
485,train
486,val
487,train
488,train
489,test
490,train
491,train
492,train
493,train
494,train
495,train
496,test
497,train
498,train
499,train
500,train
501,train
502,train
503,train
504,train
505,test
506,test
507,train
508,train
509,train
510,train
511,train
512,train
513,train
514,train
515,train
516,train
517,val
518,test
519,train
520,train
521,train
522,train
523,train
524,train
525,test
526,train
527,train
528,train
529,train
530,train
531,test
532,test
533,train
534,train
535,val
536,test
537,train
538,train
539,train
540,train
541,train
542,train
543,test
544,train
545,train
546,train
547,train
548,train
549,train
550,train
551,train
552,train
553,train
554,train
555,train
556,train
557,train
558,train
559,train
560,train
561,train
562,train
563,val
564,val
565,train
566,val
567,train
568,train
569,train
570,train
571,train
572,train
573,train
574,train
575,train
576,train
577,train
578,train
579,train
580,train
581,train
582,train
583,test
584,train
585,train
586,train
587,train
588,train
589,train
590,train
591,train
592,train
593,test
594,train
595,train
596,test
597,train
598,train
599,train
600,train
601,train
602,train
603,val
604,val
605,train
606,train
607,train
608,train
609,train
610,train
611,train
612,train
613,train
614,train
615,test
616,train
617,train
618,train
619,train
620,train
621,train
622,test
623,train
624,train
625,train
626,val
627,train
628,train
629,val
630,train
631,test
632,train
633,train
634,test
635,train
636,train
637,train
638,train
639,train
640,train
641,train
642,train
643,train
644,train
645,train
646,test
647,train
648,val
649,val
650,train
651,train
652,train
653,train
654,train
655,train
656,test
657,val
658,train
659,train
660,train
661,train
662,train
663,train
664,val
665,train
666,train
667,train
668,test
669,train
670,train
671,train
672,train
673,val
674,val
675,train
676,train
677,test
678,train
679,train
680,train
681,train
682,train
683,train
684,train
685,train
686,train
687,train
688,train
689,train
690,train
691,train
692,test
693,train
694,train
695,train
696,train
697,train
698,test
699,train
700,train
701,train
702,val
703,train
704,train
705,train
706,train
707,train
708,train
709,train
710,train
711,train
712,train
