image_id,split
275,train
276,val
277,val
278,train
279,train
280,train
281,train
282,train
283,train
284,train
285,train
286,train
287,train
288,train
289,train
290,train
291,train
292,train
293,train
294,train
295,train
296,train
297,train
298,train
299,train
300,train
301,train
302,test
303,train
304,train
305,train
306,test
307,train
308,train
309,train
310,test
311,train
312,train
313,train
314,train
315,test
316,train
317,train
318,train
319,val
320,train
321,train
322,train
323,train
324,train
325,train
326,train
327,train
328,train
329,train
330,train
331,train
332,train
333,train
334,train
335,train
336,train
337,train
338,train
339,train
340,train
341,train
342,train
343,train
344,val
345,train
346,test
347,test
348,train
349,train
350,val
351,train
352,train
353,train
354,train
355,test
356,train
357,train
358,test
359,train
360,train
361,train
362,train
363,val
364,val
365,train
366,train
367,train
368,train
369,test
370,train
371,train
372,train
373,train
374,train
375,train
376,train
377,train
378,train
379,val
380,val
381,test
382,train
383,train
384,train
385,train
386,test
387,train
388,train
389,train
390,train
391,train
392,train
393,train
394,train
395,test
396,train
397,train
398,train
399,train
400,val
401,train
402,train
403,train
404,train
405,train
406,test
407,test
408,train
409,train
410,train
411,train
412,train
413,train
414,train
415,train
416,train
417,train
418,train
419,train
420,train
421,train
422,train
423,train
424,test
425,train
426,train
427,train
428,train
429,train
430,train
431,train
432,train
433,train
434,train
435,test
436,train
437,train
438,val
439,test
440,val
441,train
442,train
443,test
444,train
445,train
446,train
447,train
448,train
449,train
450,train
451,train
452,train
453,train
454,train
455,train
456,val
457,train
458,train
459,train
460,train
461,val
462,train
463,train
464,train
465,train
466,test
467,train
468,test
469,train
470,train
471,train
472,train
473,train
474,train
475,train
476,test
477,train
478,train
479,train
480,train
481,test
482,train
483,val
484,train
485,train
486,train
487,train
488,train
489,train
490,train
491,val
492,train
493,train
494,train
495,val
496,train
497,train
498,train
499,train
500,test
501,test
502,test
503,train
504,train
505,train
506,train
507,train
508,val
509,train
510,train
511,val
512,train
513,train
514,train
515,train
516,train
517,train
518,train
519,train
520,train
521,train
522,train
523,train
524,train
525,train
526,train
527,val
528,train
529,val
530,train
531,train
532,train
533,train
534,train
535,train
536,train
537,train
538,test
539,val
540,train
541,test
542,train
543,train
544,train
545,val
546,train
547,train
548,train
549,val
550,train
551,train
552,train
553,train
554,train
555,train
556,train
557,train
558,train
559,test
560,train
561,val
562,train
563,train
564,train
565,train
566,train
567,train
568,train
569,train
570,train
571,train
572,train
573,train
574,train
575,train
576,train
577,train
578,test
579,val
580,train
581,val
582,train
583,train
584,train
585,train
586,train
587,val
588,train
589,train
590,test
591,train
592,train
593,train
594,val
595,train
596,train
597,test
598,train
599,test
600,train
601,train
602,train
603,train
604,train
605,test
606,train
607,train
608,train
609,test
610,train
611,train
612,train
613,val
614,train
615,train
616,val
617,train
618,train
619,train
620,train
621,train
622,train
623,train
624,train
625,train
626,train
627,train
628,train
629,train
630,train
631,train
632,val
633,train
634,train
635,test
636,train
637,train
638,train
639,train
640,val
641,train
642,train
643,train
644,train
645,train
646,train
647,train
648,train
649,train
650,train
651,val
652,val
653,train
654,train
655,train
656,train
657,train
658,train
659,train
660,test
661,train
662,train
663,val
664,train
665,train
666,train
667,test
668,train
669,train
670,train
671,test
672,test
673,train
674,train
675,train
676,train
677,train
678,train
679,train
680,train
681,train
682,test
683,train
684,train
685,train
686,train
687,train
688,val
689,train
690,train
691,train
692,train
693,train
694,train
695,test
696,train
697,val
698,train
699,test
700,train
701,train
702,train
703,val
704,train
705,train
706,train
707,train
708,train
709,val
710,train
711,test
712,train
