image_id,split
275,train
276,train
277,train
278,train
279,train
280,train
281,train
282,train
283,train
284,val
285,train
286,test
287,val
288,train
289,train
290,train
291,train
292,train
293,train
294,train
295,test
296,train
297,train
298,train
299,train
300,train
301,test
302,train
303,train
304,train
305,train
306,train
307,train
308,train
309,test
310,train
311,train
312,test
313,train
314,train
315,train
316,test
317,train
318,train
319,train
320,val
321,train
322,val
323,train
324,train
325,train
326,train
327,train
328,train
329,train
330,train
331,train
332,train
333,train
334,test
335,train
336,val
337,train
338,test
339,train
340,val
341,test
342,val
343,train
344,train
345,train
346,train
347,train
348,train
349,train
350,train
351,train
352,train
353,train
354,train
355,train
356,test
357,train
358,train
359,train
360,train
361,train
362,train
363,train
364,train
365,train
366,train
367,train
368,test
369,train
370,train
371,train
372,train
373,train
374,val
375,train
376,test
377,test
378,train
379,train
380,train
381,train
382,val
383,train
384,train
385,test
386,train
387,test
388,val
389,train
390,train
391,val
392,train
393,train
394,train
395,train
396,train
397,train
398,train
399,train
400,train
401,train
402,train
403,test
404,train
405,train
406,train
407,train
408,train
409,train
410,train
411,train
412,train
413,train
414,train
415,val
416,train
417,train
418,train
419,test
420,train
421,train
422,train
423,train
424,train
425,train
426,train
427,val
428,test
429,train
430,val
431,train
432,train
433,val
434,train
435,train
436,train
437,train
438,train
439,train
440,train
441,val
442,test
443,train
444,train
445,train
446,train
447,train
448,train
449,train
450,train
451,train
452,val
453,val
454,train
455,train
456,train
457,test
458,train
459,train
460,train
461,train
462,train
463,train
464,train
465,val
466,train
467,train
468,train
469,train
470,train
471,train
472,train
473,test
474,train
475,train
476,train
477,val
478,train
479,train
480,test
481,train
482,train
483,train
484,train
485,train
486,train
487,train
488,train
489,val
490,test
491,train
492,train
493,train
494,train
495,train
496,val
497,train
498,train
499,train
500,train
501,train
502,train
503,train
504,train
505,val
506,val
507,test
508,train
509,train
510,train
511,train
512,train
513,test
514,train
515,train
516,test
517,train
518,val
519,train
520,test
521,train
522,train
523,train
524,test
525,val
526,train
527,train
528,train
529,train
530,train
531,val
532,val
533,test
534,train
535,train
536,val
537,train
538,train
539,train
540,train
541,train
542,train
543,val
544,test
545,train
546,train
547,train
548,train
549,train
550,train
551,train
552,train
553,test
554,train
555,train
556,train
557,train
558,train
559,train
560,train
561,train
562,train
563,train
564,train
565,train
566,train
567,train
568,train
569,train
570,train
571,train
572,train
573,train
574,train
575,train
576,train
577,train
578,train
579,train
580,train
581,train
582,train
583,val
584,train
585,train
586,test
587,train
588,train
589,train
590,train
591,train
592,train
593,val
594,train
595,test
596,val
597,train
598,train
599,train
600,train
601,train
602,train
603,train
604,train
605,train
606,train
607,train
608,test
609,train
610,test
611,train
612,train
613,train
614,test
615,val
616,train
617,train
618,train
619,train
620,train
621,train
622,val
623,test
624,train
625,train
626,train
627,train
628,train
629,train
630,train
631,val
632,train
633,train
634,val
635,train
636,train
637,train
638,test
639,train
640,train
641,train
642,train
643,train
644,test
645,train
646,val
647,test
648,train
649,train
650,test
651,train
652,train
653,train
654,train
655,train
656,val
657,train
658,train
659,train
660,train
661,test
662,train
663,train
664,train
665,train
666,test
667,train
668,val
669,train
670,train
671,train
672,train
673,train
674,train
675,train
676,train
677,val
678,train
679,train
680,train
681,test
682,train
683,train
684,train
685,test
686,train
687,train
688,train
689,train
690,train
691,train
692,val
693,train
694,train
695,train
696,train
697,train
698,val
699,train
700,train
701,train
702,train
703,train
704,train
705,train
706,train
707,train
708,train
709,train
710,train
711,train
712,train
