image_id,split
275,train
276,train
277,train
278,val
279,train
280,val
281,train
282,train
283,test
284,train
285,train
286,train
287,train
288,train
289,train
290,train
291,test
292,train
293,test
294,test
295,train
296,train
297,train
298,train
299,train
300,train
301,train
302,train
303,train
304,val
305,train
306,train
307,train
308,val
309,train
310,train
311,train
312,train
313,train
314,val
315,train
316,train
317,train
318,test
319,train
320,train
321,test
322,train
323,train
324,train
325,train
326,train
327,train
328,test
329,train
330,train
331,train
332,train
333,train
334,train
335,val
336,train
337,train
338,train
339,train
340,train
341,train
342,train
343,train
344,train
345,train
346,train
347,train
348,test
349,train
350,train
351,test
352,val
353,train
354,train
355,train
356,train
357,test
358,train
359,train
360,test
361,train
362,test
363,train
364,train
365,train
366,test
367,train
368,train
369,train
370,train
371,train
372,train
373,train
374,train
375,val
376,train
377,train
378,train
379,train
380,train
381,train
382,train
383,val
384,train
385,train
386,train
387,train
388,train
389,test
390,train
391,train
392,train
393,test
394,test
395,train
396,train
397,val
398,test
399,train
400,train
401,train
402,train
403,train
404,train
405,train
406,train
407,train
408,train
409,val
410,val
411,train
412,train
413,train
414,train
415,train
416,train
417,val
418,test
419,train
420,train
421,train
422,train
423,test
424,train
425,test
426,train
427,train
428,train
429,val
430,train
431,train
432,train
433,train
434,train
435,train
436,val
437,test
438,train
439,train
440,train
441,train
442,train
443,train
444,test
445,train
446,test
447,test
448,val
449,train
450,train
451,train
452,train
453,train
454,train
455,train
456,train
457,train
458,train
459,train
460,train
461,train
462,train
463,train
464,test
465,train
466,train
467,train
468,train
469,train
470,train
471,test
472,val
473,train
474,test
475,train
476,train
477,train
478,test
479,test
480,train
481,train
482,val
483,train
484,train
485,train
486,test
487,train
488,train
489,train
490,train
491,train
492,train
493,train
494,train
495,train
496,train
497,train
498,train
499,train
500,train
501,train
502,train
503,val
504,train
505,train
506,train
507,train
508,train
509,train
510,val
511,train
512,val
513,train
514,val
515,train
516,train
517,test
518,train
519,train
520,train
521,train
522,train
523,val
524,train
525,train
526,train
527,train
528,train
529,train
530,train
531,train
532,train
533,train
534,train
535,test
536,train
537,train
538,train
539,train
540,val
541,train
542,val
543,train
544,train
545,train
546,train
547,train
548,train
549,train
550,train
551,val
552,train
553,train
554,train
555,train
556,train
557,train
558,val
559,train
560,train
561,train
562,train
563,test
564,test
565,val
566,test
567,train
568,train
569,train
570,train
571,train
572,train
573,train
574,val
575,train
576,train
577,train
578,train
579,train
580,train
581,train
582,train
583,train
584,train
585,val
586,train
587,train
588,val
589,train
590,train
591,train
592,val
593,train
594,train
595,train
596,train
597,train
598,val
599,train
600,train
601,train
602,train
603,test
604,test
605,train
606,train
607,train
608,train
609,train
610,train
611,train
612,train
613,train
614,train
615,train
616,train
617,train
618,train
619,val
620,train
621,train
622,train
623,train
624,val
625,train
626,test
627,val
628,train
629,test
630,train
631,train
632,train
633,train
634,train
635,train
636,train
637,train
638,train
639,train
640,train
641,train
642,train
643,val
644,train
645,val
646,train
647,train
648,test
649,test
650,train
651,train
652,train
653,train
654,train
655,train
656,train
657,test
658,val
659,train
660,train
661,train
662,train
663,train
664,test
665,train
666,train
667,train
668,train
669,train
670,train
671,train
672,train
673,test
674,test
675,val
676,train
677,train
678,train
679,train
680,train
681,train
682,train
683,train
684,val
685,train
686,train
687,val
688,train
689,train
690,train
691,train
692,train
693,train
694,train
695,train
696,train
697,train
698,train
699,train
700,train
701,train
702,test
703,train
704,train
705,train
706,train
707,val
708,train
709,train
710,train
711,train
712,train
